,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.5201892256736755,0.4677819609642029,0.6459515690803528,0.4669923186302185,0.6969631910324097,0.2934930920600891,0.7345085144042969,0.3784068822860718,0.7077083587646484,0.4492596387863159,0.6905045509338379,0.4715234339237213,0.7047927379608154,0.4742351770401001,0.47371742129325867,0.29445788264274597,0.4084116816520691,0.37770479917526245,0.3091827630996704,0.4415665864944458,0.2729162871837616,0.4587661027908325,0.268224835395813,0.45966190099716187,0.5870105028152466,0.22234013676643372,0.570012629032135,0.23591965436935425,0.6034777164459229,0.23540526628494263,0.5638440847396851,0.2127971649169922,0.6058078408241272,0.21178355813026428,0.540235161781311,0.22211721539497375,0.6266943216323853,0.22019261121749878
1,0.5163899064064026,0.5076727867126465,0.6454522609710693,0.5104656219482422,0.6987060308456421,0.3232914209365845,0.7330489754676819,0.41868162155151367,0.7102127075195312,0.5028678178787231,0.7009250521659851,0.5288326740264893,0.715182363986969,0.5289433598518372,0.4662531018257141,0.32699209451675415,0.3873837888240814,0.4122871458530426,0.2798974812030792,0.4893604516983032,0.24670469760894775,0.5094007253646851,0.23772981762886047,0.5083615779876709,0.5737823247909546,0.25055480003356934,0.5551186800003052,0.26591095328330994,0.5952102541923523,0.2642990052700043,0.5503220558166504,0.24019329249858856,0.5991111397743225,0.2384718805551529,0.5336818695068359,0.24782681465148926,0.6225833892822266,0.2451528161764145
2,0.49836117029190063,0.4857760965824127,0.635470986366272,0.4877690076828003,0.6891520023345947,0.2906564176082611,0.7192148566246033,0.40369707345962524,0.7100867033004761,0.4838045835494995,0.7001345753669739,0.5068737864494324,0.7145366072654724,0.5082669258117676,0.4491380751132965,0.29127705097198486,0.36530178785324097,0.38533157110214233,0.2555682957172394,0.4870821237564087,0.22685249149799347,0.4947916269302368,0.21797990798950195,0.49858754873275757,0.5618484616279602,0.20689089596271515,0.5431079864501953,0.22221392393112183,0.5824798345565796,0.22200332581996918,0.5387668609619141,0.19812291860580444,0.5863335132598877,0.19748611748218536,0.5198477506637573,0.2092488706111908,0.6089280247688293,0.20623141527175903
3,0.4964919686317444,0.48353734612464905,0.6360629200935364,0.4846428334712982,0.6881743669509888,0.288508802652359,0.7195455431938171,0.3991073668003082,0.7125054597854614,0.47739771008491516,0.7029554843902588,0.5040991902351379,0.7188916802406311,0.505257248878479,0.4452016055583954,0.2883462905883789,0.3668062686920166,0.38202089071273804,0.2574908137321472,0.4750639498233795,0.23166710138320923,0.4855267107486725,0.22187362611293793,0.4870905876159668,0.562083899974823,0.20614616572856903,0.5418175458908081,0.2214926928281784,0.5816425085067749,0.2210155427455902,0.5363456010818481,0.19611290097236633,0.5861988663673401,0.195698082447052,0.5172703862190247,0.20580191910266876,0.6079096794128418,0.2032531350851059
4,0.49869370460510254,0.48277097940444946,0.6375932693481445,0.48318371176719666,0.6886186003684998,0.28619304299354553,0.7204728722572327,0.39833521842956543,0.7130782604217529,0.4743521511554718,0.7052403688430786,0.5020147562026978,0.7207205891609192,0.5029010772705078,0.4451565146446228,0.28528058528900146,0.3676009178161621,0.3799758851528168,0.26240330934524536,0.4702812433242798,0.23621468245983124,0.4817008376121521,0.22682933509349823,0.48224174976348877,0.5639891624450684,0.20265606045722961,0.5436051487922668,0.21941368281841278,0.5833048224449158,0.2185213416814804,0.5379286408424377,0.1930503398180008,0.5877262949943542,0.19206812977790833,0.5182127356529236,0.20148596167564392,0.6089416742324829,0.2001512348651886
5,0.4992007911205292,0.4810130298137665,0.6377402544021606,0.4813936650753021,0.6886904835700989,0.28604498505592346,0.7209104895591736,0.39785751700401306,0.7141236662864685,0.472880482673645,0.7058285474777222,0.5016884803771973,0.722083330154419,0.5024325847625732,0.44463494420051575,0.28624534606933594,0.36843156814575195,0.3804206848144531,0.2635456919670105,0.46426883339881897,0.23805946111679077,0.4815276861190796,0.22865593433380127,0.48144611716270447,0.5613747239112854,0.20498108863830566,0.5418118238449097,0.22124922275543213,0.5807095766067505,0.22062340378761292,0.5354024767875671,0.1942870318889618,0.5864983797073364,0.19395436346530914,0.5177055597305298,0.20319263637065887,0.6080617904663086,0.20237070322036743
6,0.49940812587738037,0.47995832562446594,0.6430844068527222,0.4805096387863159,0.6918880343437195,0.28617340326309204,0.7239667177200317,0.39528030157089233,0.7181710004806519,0.47416210174560547,0.7105957269668579,0.5041517019271851,0.7274100184440613,0.5052362084388733,0.44629111886024475,0.28708547353744507,0.37130510807037354,0.38348188996315,0.2667689919471741,0.46298572421073914,0.240047425031662,0.48351043462753296,0.23112818598747253,0.48362118005752563,0.5627985000610352,0.20644673705101013,0.5434447526931763,0.2226458191871643,0.5816625952720642,0.22186262905597687,0.5371289253234863,0.19591732323169708,0.5866497755050659,0.19544671475887299,0.5187737941741943,0.20499885082244873,0.608680248260498,0.2039521336555481
7,0.5063709020614624,0.5083005428314209,0.6372763514518738,0.512214183807373,0.6923760175704956,0.343519002199173,0.7282381653785706,0.42055821418762207,0.7038350105285645,0.4833136200904846,0.682682991027832,0.5066537857055664,0.7002835273742676,0.5085370540618896,0.47650185227394104,0.3391212821006775,0.4048739969730377,0.41487613320350647,0.30113595724105835,0.4772578477859497,0.26837319135665894,0.4965413510799408,0.2680608332157135,0.4963829219341278,0.571583092212677,0.2843818962574005,0.5565553307533264,0.29544463753700256,0.5882641673088074,0.29715168476104736,0.555414080619812,0.27504825592041016,0.5948554873466492,0.27626028656959534,0.5382227301597595,0.28038883209228516,0.620239794254303,0.2829870879650116
8,0.5161346197128296,0.527644693851471,0.6376304626464844,0.5316039323806763,0.7004185318946838,0.3607812821865082,0.7376538515090942,0.43550199270248413,0.7024984955787659,0.49694564938545227,0.676699697971344,0.516753613948822,0.6946341395378113,0.5200089812278748,0.4906785488128662,0.35744988918304443,0.42191585898399353,0.43228116631507874,0.3183818459510803,0.4901847839355469,0.2839093804359436,0.5075990557670593,0.2828887104988098,0.5084015130996704,0.5918101072311401,0.3036132752895355,0.5773021578788757,0.31496405601501465,0.6032204627990723,0.3168450593948364,0.5766190886497498,0.29371577501296997,0.6132082939147949,0.29482337832450867,0.5578232407569885,0.29955869913101196,0.6359398365020752,0.3031831383705139
9,0.520456075668335,0.5249578356742859,0.6390287280082703,0.5280963778495789,0.7013591527938843,0.36188381910324097,0.743205726146698,0.43800830841064453,0.7030816674232483,0.49786123633384705,0.676887571811676,0.516286313533783,0.694402277469635,0.5213110446929932,0.4934764504432678,0.35917502641677856,0.42009684443473816,0.4368033707141876,0.3204476833343506,0.4950336217880249,0.28787359595298767,0.5095592737197876,0.28459808230400085,0.5100736618041992,0.5915683507919312,0.30241480469703674,0.5775688886642456,0.31516021490097046,0.6046155095100403,0.3159771263599396,0.5768415331840515,0.29260578751564026,0.6145376563072205,0.2935434877872467,0.5615538954734802,0.2975271940231323,0.6383297443389893,0.3001267611980438
